a,aa_after,bg_after,bg_before,chunk,cut_before,cut_next,delta,executed,k,micro,occ_mid,reward_exec,reward_raw,shielded,tt_after
4,17.2245150264531,0.31,0.33,2,251.0,253.0,2.0,,2,12,0.0010999999940395355,,-1.383236702458257,,93.57856687220922
2,17.535407159609477,0.33,0.33,2,251.0,251.0,0.0,,3,12,0.0010999999940395355,,-1.7896534597334215,,93.81893148684004
0,17.862662036616186,0.33,0.33,2,251.0,249.0,-2.0,,4,12,0.0010999999940395355,,-1.9878488977463284,,94.10644454510997
2,17.535407159609477,0.33,0.33,2,251.0,251.0,0.0,,5,12,0.0010999999940395355,,-1.7896534597334215,,93.81893148684004
4,17.2245150264531,0.31,0.33,2,251.0,253.0,2.0,,6,12,0.0010999999940395355,,-1.383236702458257,,93.57856687220922
4,17.2245150264531,0.31,0.33,2,251.0,253.0,2.0,,7,12,0.0010999999940395355,,-1.383236702458257,,93.57856687220922
1,17.689944184862643,0.33,0.33,2,251.0,250.0,-1.0,,8,12,0.0010999999940395355,,-1.8887970939449867,,93.9557544213222
0,17.862662036616186,0.33,0.33,2,251.0,249.0,-2.0,,9,12,0.0010999999940395355,,-1.9878488977463284,,94.10644454510997
2,17.535407159609477,0.33,0.33,2,251.0,251.0,0.0,,10,12,0.0010999999940395355,,-1.7896534597334215,,93.81893148684004
0,17.862662036616186,0.33,0.33,2,251.0,249.0,-2.0,,11,12,0.0010999999940395355,,-1.9878488977463284,,94.10644454510997
1,17.689944184862643,0.33,0.33,2,251.0,250.0,-1.0,,12,12,0.0010999999940395355,,-1.8887970939449867,,93.9557544213222
2,17.535407159609477,0.33,0.33,2,251.0,251.0,0.0,,13,12,0.0010999999940395355,,-1.7896534597334215,,93.81893148684004
0,17.862662036616186,0.33,0.33,2,251.0,249.0,-2.0,,14,12,0.0010999999940395355,,-1.9878488977463284,,94.10644454510997
4,17.2245150264531,0.31,0.33,2,251.0,253.0,2.0,,15,12,0.0010999999940395355,,-1.383236702458257,,93.57856687220922
4,17.2245150264531,0.31,0.33,2,251.0,253.0,2.0,1,1,12,0.0010999999940395355,-1.383236702458257,-1.3832366466522217,1,93.57856687220922
4,16.924531389196954,0.15,0.17,2,253.0,255.0,2.0,,0,13,0.0012000000569969416,,-2.98504588864022,,93.27626214534664
2,17.2245150264531,0.17,0.17,2,253.0,253.0,0.0,,1,13,0.0012000000569969416,,-1.791236702458256,,93.57856687220922
1,17.36632547315601,0.17,0.17,2,253.0,252.0,-1.0,,2,13,0.0012000000569969416,,-1.8904020919097737,,93.71631428597843
1,17.36632547315601,0.17,0.17,2,253.0,252.0,-1.0,,3,13,0.0012000000569969416,,-1.8904020919097737,,93.71631428597843
1,17.36632547315601,0.17,0.17,2,253.0,252.0,-1.0,,4,13,0.0012000000569969416,,-1.8904020919097737,,93.71631428597843
0,17.535407159609477,0.17,0.17,2,253.0,251.0,-2.0,,5,13,0.0012000000569969416,,-1.9896534597334201,,93.81893148684004
0,17.535407159609477,0.17,0.17,2,253.0,251.0,-2.0,,6,13,0.0012000000569969416,,-1.9896534597334201,,93.81893148684004
1,17.36632547315601,0.17,0.17,2,253.0,252.0,-1.0,,7,13,0.0012000000569969416,,-1.8904020919097737,,93.71631428597843
2,17.2245150264531,0.17,0.17,2,253.0,253.0,0.0,,8,13,0.0012000000569969416,,-1.791236702458256,,93.57856687220922
0,17.535407159609477,0.17,0.17,2,253.0,251.0,-2.0,,9,13,0.0012000000569969416,,-1.9896534597334201,,93.81893148684004
4,16.924531389196954,0.15,0.17,2,253.0,255.0,2.0,,10,13,0.0012000000569969416,,-2.98504588864022,,93.27626214534664
1,17.36632547315601,0.17,0.17,2,253.0,252.0,-1.0,,11,13,0.0012000000569969416,,-1.8904020919097737,,93.71631428597843
4,16.924531389196954,0.15,0.17,2,253.0,255.0,2.0,,12,13,0.0012000000569969416,,-2.98504588864022,,93.27626214534664
1,17.36632547315601,0.17,0.17,2,253.0,252.0,-1.0,,13,13,0.0012000000569969416,,-1.8904020919097737,,93.71631428597843
2,17.2245150264531,0.17,0.17,2,253.0,253.0,0.0,,14,13,0.0012000000569969416,,-1.791236702458256,,93.57856687220922
2,17.2245150264531,0.17,0.17,2,253.0,253.0,0.0,,15,13,0.0012000000569969416,,-1.791236702458256,,93.57856687220922
2,17.535407159609477,0.17,0.17,2,253.0,251.0,-2.0,1,1,13,0.0012000000569969416,-1.9896534597334201,-1.7912367582321167,1,93.81893148684004
0,17.862662036616186,0.27,0.26,2,251.0,249.0,-2.0,,0,14,0.0008999999845400453,,0.5241511022536711,,94.10644454510997
1,17.689944184862643,0.26,0.26,2,251.0,250.0,-1.0,,1,14,0.0008999999845400453,,1.1512029060550137,,93.9557544213222
2,17.535407159609477,0.26,0.26,2,251.0,251.0,0.0,,2,14,0.0008999999845400453,,1.250346540266579,,93.81893148684004
0,17.862662036616186,0.27,0.26,2,251.0,249.0,-2.0,,3,14,0.0008999999845400453,,0.5241511022536711,,94.10644454510997
4,17.2245150264531,0.24,0.26,2,251.0,253.0,2.0,,4,14,0.0008999999845400453,,0.8567632975417425,,93.57856687220922
3,17.36632547315601,0.25,0.26,2,251.0,252.0,1.0,,5,14,0.0008999999845400453,,1.2615979080902255,,93.71631428597843
1,17.689944184862643,0.26,0.26,2,251.0,250.0,-1.0,,6,14,0.0008999999845400453,,1.1512029060550137,,93.9557544213222
4,17.2245150264531,0.24,0.26,2,251.0,253.0,2.0,,7,14,0.0008999999845400453,,0.8567632975417425,,93.57856687220922
0,17.862662036616186,0.27,0.26,2,251.0,249.0,-2.0,,8,14,0.0008999999845400453,,0.5241511022536711,,94.10644454510997
0,17.862662036616186,0.27,0.26,2,251.0,249.0,-2.0,,9,14,0.0008999999845400453,,0.5241511022536711,,94.10644454510997
1,17.689944184862643,0.26,0.26,2,251.0,250.0,-1.0,,10,14,0.0008999999845400453,,1.1512029060550137,,93.9557544213222
2,17.535407159609477,0.26,0.26,2,251.0,251.0,0.0,,11,14,0.0008999999845400453,,1.250346540266579,,93.81893148684004
3,17.36632547315601,0.25,0.26,2,251.0,252.0,1.0,,12,14,0.0008999999845400453,,1.2615979080902255,,93.71631428597843
4,17.2245150264531,0.24,0.26,2,251.0,253.0,2.0,,13,14,0.0008999999845400453,,0.8567632975417425,,93.57856687220922
3,17.36632547315601,0.25,0.26,2,251.0,252.0,1.0,,14,14,0.0008999999845400453,,1.2615979080902255,,93.71631428597843
2,17.535407159609477,0.26,0.26,2,251.0,251.0,0.0,,15,14,0.0008999999845400453,,1.250346540266579,,93.81893148684004
3,17.36632547315601,0.25,0.26,2,251.0,252.0,1.0,1,5,14,0.0008999999845400453,1.2615979080902255,1.2615978717803955,0,93.71631428597843
3,16.984442237669647,0.19,0.19,3,252.0,253.0,1.0,,0,15,0.000699999975040555,,-1.09242681746346,,93.40107451530017
1,17.30883813306852,0.19,0.19,3,252.0,251.0,-1.0,,1,15,0.000699999975040555,,-1.0907835984694054,,93.6496813161144
0,17.464415756372063,0.19,0.19,3,252.0,250.0,-2.0,,2,15,0.000699999975040555,,-1.189865108487923,,93.80151499983315
4,16.832174776564052,0.19,0.19,3,252.0,254.0,2.0,,3,15,0.000699999975040555,,-1.193385405177075,,93.23756131744919
2,17.133399536577294,0.19,0.19,3,252.0,252.0,0.0,,4,15,0.000699999975040555,,-0.991561612179223,,93.54289718690559
4,16.832174776564052,0.19,0.19,3,252.0,254.0,2.0,,5,15,0.000699999975040555,,-1.193385405177075,,93.23756131744919
2,17.133399536577294,0.19,0.19,3,252.0,252.0,0.0,,6,15,0.000699999975040555,,-0.991561612179223,,93.54289718690559
4,16.832174776564052,0.19,0.19,3,252.0,254.0,2.0,,7,15,0.000699999975040555,,-1.193385405177075,,93.23756131744919
4,16.832174776564052,0.19,0.19,3,252.0,254.0,2.0,,8,15,0.000699999975040555,,-1.193385405177075,,93.23756131744919
1,17.30883813306852,0.19,0.19,3,252.0,251.0,-1.0,,9,15,0.000699999975040555,,-1.0907835984694054,,93.6496813161144
2,17.133399536577294,0.19,0.19,3,252.0,252.0,0.0,,10,15,0.000699999975040555,,-0.991561612179223,,93.54289718690559
2,17.133399536577294,0.19,0.19,3,252.0,252.0,0.0,,11,15,0.000699999975040555,,-0.991561612179223,,93.54289718690559
1,17.30883813306852,0.19,0.19,3,252.0,251.0,-1.0,,12,15,0.000699999975040555,,-1.0907835984694054,,93.6496813161144
3,16.984442237669647,0.19,0.19,3,252.0,253.0,1.0,,13,15,0.000699999975040555,,-1.09242681746346,,93.40107451530017
2,17.133399536577294,0.19,0.19,3,252.0,252.0,0.0,,14,15,0.000699999975040555,,-0.991561612179223,,93.54289718690559
4,16.832174776564052,0.19,0.19,3,252.0,254.0,2.0,,15,15,0.000699999975040555,,-1.193385405177075,,93.23756131744919
2,17.464415756372063,0.19,0.19,3,252.0,250.0,-2.0,1,4,15,0.000699999975040555,-1.189865108487923,-0.9915615916252136,1,93.80151499983315
3,17.30883813306852,0.18,0.18,3,250.0,251.0,1.0,,0,16,0.0012000000569969416,,-1.4907835984694058,,93.6496813161144
0,17.759020191989407,0.19,0.18,3,250.0,248.0,-2.0,,1,16,0.0012000000569969416,,-1.2361012741953918,,94.09517135515733
1,17.636544190665344,0.19,0.18,3,250.0,249.0,-1.0,,2,16,0.0012000000569969416,,-1.136880146844084,,93.96169119364635
2,17.464415756372063,0.18,0.18,3,250.0,250.0,0.0,,3,16,0.0012000000569969416,,-1.3898651084879234,,93.80151499983315
4,17.133399536577294,0.18,0.18,3,250.0,252.0,2.0,,4,16,0.0012000000569969416,,-1.5915616121792233,,93.54289718690559
1,17.636544190665344,0.19,0.18,3,250.0,249.0,-1.0,,5,16,0.0012000000569969416,,-1.136880146844084,,93.96169119364635
0,17.759020191989407,0.19,0.18,3,250.0,248.0,-2.0,,6,16,0.0012000000569969416,,-1.2361012741953918,,94.09517135515733
0,17.759020191989407,0.19,0.18,3,250.0,248.0,-2.0,,7,16,0.0012000000569969416,,-1.2361012741953918,,94.09517135515733
1,17.636544190665344,0.19,0.18,3,250.0,249.0,-1.0,,8,16,0.0012000000569969416,,-1.136880146844084,,93.96169119364635
3,17.30883813306852,0.18,0.18,3,250.0,251.0,1.0,,9,16,0.0012000000569969416,,-1.4907835984694058,,93.6496813161144
3,17.30883813306852,0.18,0.18,3,250.0,251.0,1.0,,10,16,0.0012000000569969416,,-1.4907835984694058,,93.6496813161144
1,17.636544190665344,0.19,0.18,3,250.0,249.0,-1.0,,11,16,0.0012000000569969416,,-1.136880146844084,,93.96169119364635
0,17.759020191989407,0.19,0.18,3,250.0,248.0,-2.0,,12,16,0.0012000000569969416,,-1.2361012741953918,,94.09517135515733
3,17.30883813306852,0.18,0.18,3,250.0,251.0,1.0,,13,16,0.0012000000569969416,,-1.4907835984694058,,93.6496813161144
3,17.30883813306852,0.18,0.18,3,250.0,251.0,1.0,,14,16,0.0012000000569969416,,-1.4907835984694058,,93.6496813161144
1,17.636544190665344,0.19,0.18,3,250.0,249.0,-1.0,,15,16,0.0012000000569969416,,-1.136880146844084,,93.96169119364635
1,17.759020191989407,0.19,0.18,3,250.0,248.0,-2.0,1,2,16,0.0012000000569969416,-1.2361012741953918,-1.1368801593780518,1,94.09517135515733
3,17.636544190665344,0.13,0.13,3,248.0,249.0,1.0,,0,17,0.0010000000474974513,,-3.488880146844084,,93.96169119364635
4,17.464415756372063,0.13,0.13,3,248.0,250.0,2.0,,1,17,0.0010000000474974513,,-3.589865108487923,,93.80151499983315
4,17.464415756372063,0.13,0.13,3,248.0,250.0,2.0,,2,17,0.0010000000474974513,,-3.589865108487923,,93.80151499983315
1,17.93114862628269,0.14,0.13,3,248.0,247.0,-1.0,,3,17,0.0010000000474974513,,-3.1351830526323075,,94.23866252878166
4,17.464415756372063,0.13,0.13,3,248.0,250.0,2.0,,4,17,0.0010000000474974513,,-3.589865108487923,,93.80151499983315
3,17.636544190665344,0.13,0.13,3,248.0,249.0,1.0,,5,17,0.0010000000474974513,,-3.488880146844084,,93.96169119364635
1,17.93114862628269,0.14,0.13,3,248.0,247.0,-1.0,,6,17,0.0010000000474974513,,-3.1351830526323075,,94.23866252878166
0,18.066865276398545,0.14,0.13,3,248.0,246.0,-2.0,,7,17,0.0010000000474974513,,-3.234451112774863,,94.35378916808489
0,18.066865276398545,0.14,0.13,3,248.0,246.0,-2.0,,8,17,0.0010000000474974513,,-3.234451112774863,,94.35378916808489
2,17.759020191989407,0.13,0.13,3,248.0,248.0,0.0,,9,17,0.0010000000474974513,,-3.3881012741953915,,94.09517135515733
2,17.759020191989407,0.13,0.13,3,248.0,248.0,0.0,,10,17,0.0010000000474974513,,-3.3881012741953915,,94.09517135515733
4,17.464415756372063,0.13,0.13,3,248.0,250.0,2.0,,11,17,0.0010000000474974513,,-3.589865108487923,,93.80151499983315
4,17.464415756372063,0.13,0.13,3,248.0,250.0,2.0,,12,17,0.0010000000474974513,,-3.589865108487923,,93.80151499983315
3,17.636544190665344,0.13,0.13,3,248.0,249.0,1.0,,13,17,0.0010000000474974513,,-3.488880146844084,,93.96169119364635
2,17.759020191989407,0.13,0.13,3,248.0,248.0,0.0,,14,17,0.0010000000474974513,,-3.3881012741953915,,94.09517135515733
1,17.93114862628269,0.14,0.13,3,248.0,247.0,-1.0,,15,17,0.0010000000474974513,,-3.1351830526323075,,94.23866252878166
1,18.066865276398545,0.14,0.13,3,248.0,246.0,-2.0,1,3,17,0.0010000000474974513,-3.234451112774863,-3.135183095932007,1,94.35378916808489
0,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,,0,18,0.0010000000474974513,,0.014939084432796679,,94.55734641438916
0,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,,1,18,0.0010000000474974513,,0.014939084432796679,,94.55734641438916
0,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,,2,18,0.0010000000474974513,,0.014939084432796679,,94.55734641438916
0,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,,3,18,0.0010000000474974513,,0.014939084432796679,,94.55734641438916
3,17.93114862628269,0.22,0.22,3,246.0,247.0,1.0,,4,18,0.0010000000474974513,,0.11281694736769213,,94.23866252878166
4,17.759020191989407,0.21,0.22,3,246.0,248.0,2.0,,5,18,0.0010000000474974513,,-0.4361012741953923,,94.09517135515733
1,18.195961602118505,0.22,0.22,3,246.0,245.0,-1.0,,6,18,0.0010000000474974513,,0.11420084635303404,,94.45223078719926
4,17.759020191989407,0.21,0.22,3,246.0,248.0,2.0,,7,18,0.0010000000474974513,,-0.4361012741953923,,94.09517135515733
0,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,,8,18,0.0010000000474974513,,0.014939084432796679,,94.55734641438916
1,18.195961602118505,0.22,0.22,3,246.0,245.0,-1.0,,9,18,0.0010000000474974513,,0.11420084635303404,,94.45223078719926
4,17.759020191989407,0.21,0.22,3,246.0,248.0,2.0,,10,18,0.0010000000474974513,,-0.4361012741953923,,94.09517135515733
2,18.066865276398545,0.22,0.22,3,246.0,246.0,0.0,,11,18,0.0010000000474974513,,0.21354888722513676,,94.35378916808489
2,18.066865276398545,0.22,0.22,3,246.0,246.0,0.0,,12,18,0.0010000000474974513,,0.21354888722513676,,94.35378916808489
0,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,,13,18,0.0010000000474974513,,0.014939084432796679,,94.55734641438916
4,17.759020191989407,0.21,0.22,3,246.0,248.0,2.0,,14,18,0.0010000000474974513,,-0.4361012741953923,,94.09517135515733
2,18.066865276398545,0.22,0.22,3,246.0,246.0,0.0,,15,18,0.0010000000474974513,,0.21354888722513676,,94.35378916808489
2,18.354849387619993,0.22,0.22,3,246.0,244.0,-2.0,1,11,18,0.0010000000474974513,0.014939084432796679,0.21354888379573822,1,94.55734641438916
4,18.066865276398545,0.21,0.22,3,244.0,246.0,2.0,,0,19,0.000699999975040555,,-0.4344511127748637,,94.35378916808489
0,18.672624958622972,0.23,0.22,3,244.0,242.0,-2.0,,1,19,0.000699999975040555,,0.528542366745758,,94.79927920712784
3,18.195961602118505,0.22,0.22,3,244.0,245.0,1.0,,2,19,0.000699999975040555,,0.11420084635303404,,94.45223078719926
3,18.195961602118505,0.22,0.22,3,244.0,245.0,1.0,,3,19,0.000699999975040555,,0.11420084635303404,,94.45223078719926
0,18.672624958622972,0.23,0.22,3,244.0,242.0,-2.0,,4,19,0.000699999975040555,,0.528542366745758,,94.79927920712784
4,18.066865276398545,0.21,0.22,3,244.0,246.0,2.0,,5,19,0.000699999975040555,,-0.4344511127748637,,94.35378916808489
1,18.51704733531943,0.23,0.22,3,244.0,243.0,-1.0,,6,19,0.000699999975040555,,0.6277306608934847,,94.67414155571129
4,18.066865276398545,0.21,0.22,3,244.0,246.0,2.0,,7,19,0.000699999975040555,,-0.4344511127748637,,94.35378916808489
3,18.195961602118505,0.22,0.22,3,244.0,245.0,1.0,,8,19,0.000699999975040555,,0.11420084635303404,,94.45223078719926
4,18.066865276398545,0.21,0.22,3,244.0,246.0,2.0,,9,19,0.000699999975040555,,-0.4344511127748637,,94.35378916808489
0,18.672624958622972,0.23,0.22,3,244.0,242.0,-2.0,,10,19,0.000699999975040555,,0.528542366745758,,94.79927920712784
2,18.354849387619993,0.22,0.22,3,244.0,244.0,0.0,,11,19,0.000699999975040555,,0.2149390844327967,,94.55734641438916
1,18.51704733531943,0.23,0.22,3,244.0,243.0,-1.0,,12,19,0.000699999975040555,,0.6277306608934847,,94.67414155571129
2,18.354849387619993,0.22,0.22,3,244.0,244.0,0.0,,13,19,0.000699999975040555,,0.2149390844327967,,94.55734641438916
2,18.354849387619993,0.22,0.22,3,244.0,244.0,0.0,,14,19,0.000699999975040555,,0.2149390844327967,,94.55734641438916
4,18.066865276398545,0.21,0.22,3,244.0,246.0,2.0,,15,19,0.000699999975040555,,-0.4344511127748637,,94.35378916808489
1,18.672624958622972,0.23,0.22,3,244.0,242.0,-2.0,1,6,19,0.000699999975040555,0.528542366745758,0.627730667591095,1,94.79927920712784
3,18.521215330641425,0.23,0.23,4,242.0,243.0,1.0,,0,20,0.0010000000474974513,,0.6757397077568522,,94.67431927389215
0,18.991196134242404,0.24,0.23,4,242.0,240.0,-2.0,,1,20,0.0010000000474974513,,1.010107859433461,,95.031366791244
0,18.991196134242404,0.24,0.23,4,242.0,240.0,-2.0,,2,20,0.0010000000474974513,,1.010107859433461,,95.031366791244
4,18.359038856159398,0.23,0.23,4,242.0,244.0,2.0,,3,20,0.0010000000474974513,,0.5749481898319138,,94.55752802989856
3,18.521215330641425,0.23,0.23,4,242.0,243.0,1.0,,4,20,0.0010000000474974513,,0.6757397077568522,,94.67431927389215
1,18.855497451512544,0.24,0.23,4,242.0,241.0,-1.0,,5,20,0.0010000000474974513,,1.1093359281651713,,94.90623331553657
3,18.521215330641425,0.23,0.23,4,242.0,243.0,1.0,,6,20,0.0010000000474974513,,0.6757397077568522,,94.67431927389215
3,18.521215330641425,0.23,0.23,4,242.0,243.0,1.0,,7,20,0.0010000000474974513,,0.6757397077568522,,94.67431927389215
2,18.67677235718541,0.23,0.23,4,242.0,242.0,0.0,,8,20,0.0010000000474974513,,0.7765513557127697,,94.79945274959957
1,18.855497451512544,0.24,0.23,4,242.0,241.0,-1.0,,9,20,0.0010000000474974513,,1.1093359281651713,,94.90623331553657
0,18.991196134242404,0.24,0.23,4,242.0,240.0,-2.0,,10,20,0.0010000000474974513,,1.010107859433461,,95.031366791244
2,18.67677235718541,0.23,0.23,4,242.0,242.0,0.0,,11,20,0.0010000000474974513,,0.7765513557127697,,94.79945274959957
2,18.67677235718541,0.23,0.23,4,242.0,242.0,0.0,,12,20,0.0010000000474974513,,0.7765513557127697,,94.79945274959957
0,18.991196134242404,0.24,0.23,4,242.0,240.0,-2.0,,13,20,0.0010000000474974513,,1.010107859433461,,95.031366791244
1,18.855497451512544,0.24,0.23,4,242.0,241.0,-1.0,,14,20,0.0010000000474974513,,1.1093359281651713,,94.90623331553657
0,18.991196134242404,0.24,0.23,4,242.0,240.0,-2.0,,15,20,0.0010000000474974513,,1.010107859433461,,95.031366791244
1,18.855497451512544,0.24,0.23,4,242.0,241.0,-1.0,1,5,20,0.0010000000474974513,1.1093359281651713,1.1093358993530273,0,94.90623331553657
4,18.521215330641425,0.15,0.15,4,241.0,243.0,2.0,,0,21,0.0008999999845400453,,-2.7842602922431485,,94.67431927389215
4,18.521215330641425,0.15,0.15,4,241.0,243.0,2.0,,1,21,0.0008999999845400453,,-2.7842602922431485,,94.67431927389215
2,18.855497451512544,0.15,0.15,4,241.0,241.0,0.0,,2,21,0.0008999999845400453,,-2.5826640718348286,,94.90623331553657
0,19.1798504004766,0.16,0.15,4,241.0,239.0,-2.0,,3,21,0.0008999999845400453,,-2.4290810359849515,,95.13981580352376
1,18.991196134242404,0.16,0.15,4,241.0,240.0,-1.0,,4,21,0.0008999999845400453,,-2.329892140566539,,95.031366791244
2,18.855497451512544,0.15,0.15,4,241.0,241.0,0.0,,5,21,0.0008999999845400453,,-2.5826640718348286,,94.90623331553657
4,18.521215330641425,0.15,0.15,4,241.0,243.0,2.0,,6,21,0.0008999999845400453,,-2.7842602922431485,,94.67431927389215
0,19.1798504004766,0.16,0.15,4,241.0,239.0,-2.0,,7,21,0.0008999999845400453,,-2.4290810359849515,,95.13981580352376
2,18.855497451512544,0.15,0.15,4,241.0,241.0,0.0,,8,21,0.0008999999845400453,,-2.5826640718348286,,94.90623331553657
1,18.991196134242404,0.16,0.15,4,241.0,240.0,-1.0,,9,21,0.0008999999845400453,,-2.329892140566539,,95.031366791244
4,18.521215330641425,0.15,0.15,4,241.0,243.0,2.0,,10,21,0.0008999999845400453,,-2.7842602922431485,,94.67431927389215
1,18.991196134242404,0.16,0.15,4,241.0,240.0,-1.0,,11,21,0.0008999999845400453,,-2.329892140566539,,95.031366791244
2,18.855497451512544,0.15,0.15,4,241.0,241.0,0.0,,12,21,0.0008999999845400453,,-2.5826640718348286,,94.90623331553657
2,18.855497451512544,0.15,0.15,4,241.0,241.0,0.0,,13,21,0.0008999999845400453,,-2.5826640718348286,,94.90623331553657
4,18.521215330641425,0.15,0.15,4,241.0,243.0,2.0,,14,21,0.0008999999845400453,,-2.7842602922431485,,94.67431927389215
4,18.521215330641425,0.15,0.15,4,241.0,243.0,2.0,,15,21,0.0008999999845400453,,-2.7842602922431485,,94.67431927389215
1,19.1798504004766,0.16,0.15,4,241.0,239.0,-2.0,1,4,21,0.0008999999845400453,-2.4290810359849515,-2.329892158508301,1,95.13981580352376
3,18.991196134242404,0.29,0.29,4,239.0,240.0,1.0,,0,22,0.0013000000035390258,,-0.28189214056653833,,95.031366791244
4,18.855497451512544,0.29,0.29,4,239.0,241.0,2.0,,1,22,0.0013000000035390258,,-0.3826640718348278,,94.90623331553657
3,18.991196134242404,0.29,0.29,4,239.0,240.0,1.0,,2,22,0.0013000000035390258,,-0.28189214056653833,,95.031366791244
1,19.37843383861786,0.29,0.29,4,239.0,238.0,-1.0,,3,22,0.0013000000035390258,,-0.28021003034732295,,95.25827549386011
0,19.560468656914015,0.3,0.29,4,239.0,237.0,-2.0,,4,22,0.0013000000035390258,,-0.8274054908762409,,95.36839295248265
4,18.855497451512544,0.29,0.29,4,239.0,241.0,2.0,,5,22,0.0013000000035390258,,-0.3826640718348278,,94.90623331553657
0,19.560468656914015,0.3,0.29,4,239.0,237.0,-2.0,,6,22,0.0013000000035390258,,-0.8274054908762409,,95.36839295248265
